data_compra_date;id_pedido;id_produto;entrega_uf;receita_frete;receita_produto;quantidade_produto;situacao;tipo_venda;canal;desconto_produto;receita_total;nome_produto;categoria
2020-01-15;7658091;198078;RS;61.31999969;181.1499939;1;Aprovado;1P;Magazine Luiza;0;242.4700012;Escrivaninha 1 Porta 1 Gaveta Melissa Permobili;Escrivaninhas
2020-01-24;7769014;487962;RJ;186.8200073;451.5;1;Aprovado;1P;B2W;-22.57937781;615.7406295;Guarda Roupa Casal 6 Portas 2 Gavetas Paris Espresso Móveis;Guarda-Roupas
2020-01-09;7580795;310063;SP;99.44000244;1479.900024;1;Aprovado;1P;B2W;-147.9900055;1431.350021;Conjunto Sala de Jantar 6 Cadeiras Tampo Vidro MDF Atlanta Chanfro Premium Espresso Móveis;Conjuntos de Mesas e Cadeiras de Jantar
2020-01-07;7548770;563913;RS;45.58000183;256.8999939;1;Aprovado;1P;MM;0;302.4799957;Rack para TVs até 50 Polegadas e Estante Multiuso Arara CabeCasa MadeiraMadeira;Racks
2020-01-27;7792246;1729216;SP;35.63000107;189.8200073;2;Aprovado;3P;MM;0;225.4500084;Persiana Romana em Bambu 1.00larg x 1.60alt Nogueira;Persianas
2020-01-01;7455693;202295;MG;20.65999985;110.1200027;1;Aprovado;1P;B2W;0;130.7800026;Mesa para Computador com 3 Prateleiras Pixel Artely;Escrivaninhas
2020-01-11;7637731;217832;SC;61.06000137;196.8999939;1;Aprovado;1P;Mercado Livre;0;257.9599953;Cama Casal Mônaco Tcil Móveis;Camas
2020-01-22;7739770;2121115;RS;37.90999985;126;1;Aprovado;3P;MM;0;163.9099998;Cadeirinha Cestinha Bike Dog para Bicicleta Bege - Altmayer AL-59;Bicicletas
2020-01-29;7825639;1883783;PR;50.59999847;98.09999847;1;Aprovado;3P;MM;0;148.6999969;Kit Edredom Queen 07 Peças Vitória Tabaco Casa Completa;Edredom
2020-01-17;7677160;200771;PR;67.77999878;239.8999939;1;Cancelado;1P;MM;0;307.6799927;Painel para TV até 55 Polegadas com Bancada Malbec Belaflex;Painel para TV
2020-01-07;7537878;1874506;SP;65;327;1;Aprovado;3P;MM;0;392;Carrinho de Churrasco Mesa Gourmet Churrasqueira Madeira Maciça Imbuia - Lyam Decor;Carrinho Auxiliar
2020-01-23;7759813;521819;SP;75.12999725;289.8999939;1;Aprovado;1P;CNova;0;365.0299911;Guarda Roupa Casal 6 Portas 1 Porta Basculante 1 Gaveta Dallas Espresso Móveis;Guarda-Roupas
2020-01-10;7592919;352905;SP;203.1900024;1431.410034;1;Cancelado;1P;MM;-89.53;1545.070037;Guarda Roupa Casal 6 Portas 12 Gavetas Atlanta Tcil Móveis;Guarda-Roupas
2020-01-09;7581775;146882;ES;170.7400055;424.8999939;1;Cancelado;1P;MM;0;595.6399994;Painel para TVs até 60 Polegadas com LED 2 Prateleiras de Vidro Veneza Yescasa;Painel para TV
2020-01-16;7669946;550858;SP;136.8800049;705.9000244;1;Aprovado;1P;MM;0;842.7800293;Guarda Roupa Casal 4 Espelhos 3 Portas de Correr 4 Gavetas Max Plus Espresso Móveis;Guarda-Roupas
2020-01-17;7682237;521821;SP;89.77999878;339.8999939;1;Aprovado;1P;CNova;0;429.6799927;Guarda Roupa Casal 6 Portas 1 Porta Basculante 1 Gaveta Miami Espresso Móveis;Guarda-Roupas
2020-01-15;7653964;2088094;SP;91.41999817;99;1;Aprovado;3P;MM;0;190.4199982;Colchão Berço D20 130x60x10 Sonobel;Colchão
2020-01-30;7829949;285032;SP;202.7200012;839.7999878;2;Cancelado;1P;CNova;0;1042.519989;Guarda Roupa Solteiro com Espelho 2 Portas 2 Gavetas Espresso Móveis;Guarda-Roupas
2020-01-07;7547520;516773;SP;0;429.8999939;1;Aprovado;1P;MM;0;429.8999939;Cômoda Fraldário Retrô Ester Carolina Baby;Cômodas
2020-01-13;7636308;280328;SP;0;159.8999939;1;Cancelado;1P;MM;0;159.8999939;Mesa para Computador 1 Gaveta System Valdemóveis;Escrivaninhas
2020-01-05;7513654;548052;RS;43.47999954;268.4100037;1;Cancelado;1P;B2W;-26.85000038;285.0400028;Escrivaninha com Estante 2 Gavetas Gabriela Espresso Móveis;Escrivaninhas
2020-01-24;7761784;478027;SP;0;599.9000244;1;Aprovado;1P;MM;0;599.9000244;Estante Home para TV até 55 Polegadas Foz Espresso Móveis;Estantes para TV e Home Theater
2020-01-14;7648849;211674;MG;50.54999924;171.8999939;1;Cancelado;1P;MM;0;222.4499931;Estante para Livros 5 Prateleiras Multy Artely;Estantes
2020-01-03;7486636;220877;SP;81.16000366;448.6000061;1;Aprovado;1P;Magazine Luiza;-67.29000092;462.4700089;Treliche Solteiro Bia Cimol;Camas
2020-01-26;7789596;361099;SP;51.65000153;111.5100021;1;Cancelado;1P;CNova;0;163.1600037;Painel para TV de até 43 Polegadas Mister Viero;Painel para TV
2020-01-14;7646100;1240020;SP;12.52999973;77.66000366;1;Aprovado;3P;MM;0;90.1900034;Conjunto com 3 Almofadas Colors 3D;Almofadas
2020-01-08;7554489;503936;SP;73.38999939;559.7999878;2;Aprovado;1P;MM;-55.98;577.2099872;Estante Alta 5 Prateleiras Londres Novabras;Estantes
2020-01-12;7614986;170971;SP;66.05000305;379.8999939;1;Aprovado;1P;MM;0;445.9499969;Guarda Roupa Infantil 2 Portas 4 Gavetas e Nicho Cookie Multimóveis;Guarda-Roupas
2020-01-10;7586564;139455;SP;66.63999939;617.9000244;1;Aprovado;1P;CNova;0;684.5400238;Cama Solteiro com 3 Gavetas e 1 Mesa de Cabeceira Charme Inter Link;Camas
2020-01-30;7830884;217788;SP;42.61999893;336.8999939;1;Aprovado;1P;B2W;-33.68999863;345.8299942;Guarda Roupa Solteiro 2 Portas 2 Gavetas Retrô Milão Móveis Bechara;Guarda-Roupas
2020-01-04;7500971;327482;RS;144.4499969;403.2799988;1;Cancelado;1P;Magazine Luiza;-60.49000168;487.239994;Conjunto Sala de Jantar Mesa 6 Cadeiras Nicoli Sonetto Móveis;Conjuntos de Mesas e Cadeiras de Jantar
2020-01-02;7462041;1976217;RJ;27.62000084;45.63000107;1;Aprovado;3P;MM;0;73.25000191;"Dispositivo de Aspiração ABS/Inox Pratic 1 1/2"" - 50mm";Piscinas
2020-01-23;7758027;514229;SP;96.94000244;690.9000244;1;Cancelado;1P;MM;0;787.8400269;Guarda Roupa Casal 3 Portas com Espelho Porto Premium Espresso Móveis;Guarda-Roupas
2020-01-20;7711308;481165;GO;97.68000031;394.3399963;1;Aprovado;1P;MM;0;492.0199966;Escrivaninha com 8 Nichos Nero Artany;Escrivaninhas
2020-01-11;7599146;293748;RJ;74.19999695;272.9200134;1;Aprovado;1P;Magazine Luiza;0;347.1200104;Bicama Solteiro Funny III Conquista Móveis;Camas
2020-01-11;7603344;195128;SP;54.49000168;709.9000244;1;Aprovado;1P;B2W;0;764.3900261;Guarda Roupa Casal com Espelho 3 Portas de Correr Luna Rufato;Guarda-Roupas
2020-01-21;7730935;2133396;SP;0;199.8999939;1;Aprovado;3P;MM;0;199.8999939;Barbeador Philco Shaver EasyBlade 14 EM 1 PBA06PV Bivolt;Aparadores de Pelo
2020-01-04;7494814;2211817;RJ;49.02000046;139.9700012;1;Aprovado;3P;MM;0;188.9900017;Cabeceira Intense Casal 1.4 Estofada - Lh Móveis - Corino Branco;Cabeceiras
2020-01-07;7539014;254269;SP;0;999.7999878;2;Aprovado;1P;B2W;0;999.7999878;Cristaleira 2 Portas 1 Gaveta Retrô 0810 Genialflex;Cristaleiras
2020-01-10;7589365;146882;RS;92.75;424.8999939;1;Cancelado;1P;MM;0;517.6499939;Painel para TVs até 60 Polegadas com LED 2 Prateleiras de Vidro Veneza Yescasa;Painel para TV
2020-01-23;7758279;1009808;SP;45.02000046;159.0299988;1;Aprovado;3P;MM;0;204.0499992;Tapete Felpudo Cinza Claro Mesclado 2.00Mx2.40m - Pelo Alto - Costa Oro;Tapetes
2020-01-08;7564194;513863;SP;0;199.8999939;1;Cancelado;1P;MM;0;199.8999939;Mesa Gamer 1 Gaveta DRX 9000 Espresso Móveis;Escrivaninhas
2020-01-01;7455971;164580;SP;134.7400055;731.3900146;1;Aprovado;1P;Magazine Luiza;0;866.1299973;Guarda Roupa Casal 6 Portas 2 Gavetas Internas E530 Kappesberg;Guarda-Roupas
2020-01-21;7725164;255657;SP;100.9700012;582.9000244;1;Cancelado;1P;MM;0;683.8700256;Guarda Roupa Casal com Espelho 3 Portas de Correr Smart Espresso Móveis;Guarda-Roupas
2020-01-19;7703672;491077;SC;40.15000153;85.93000031;1;Cancelado;1P;B2W;0;126.0800018;Painel para TV até 37 Polegadas Espresso Móveis;Painel para TV
2020-01-16;7667311;532327;RS;54.27999878;117.9000015;1;Aprovado;1P;B2W;-3.660528994;168.5194713;Fruteira 3 Cestos 1 Gaveta Curitiba Arte Móveis;Fruteiras
2020-01-22;7745521;278102;RJ;107.5599976;279.8999939;1;Aprovado;1P;MM;-27.99;359.4699915;Sapateira 1 Porta com Espelho Happy Espresso Móveis;Sapateiras
2020-01-17;7677900;2125427;RJ;129;519.9000244;1;Aprovado;3P;MM;0;648.9000244;Armário Multiuso 2 Portas 1 Gaveta Branco;Armários Multiuso
2020-01-03;7486243;304742;SP;0;186.9100037;1;Aprovado;1P;Carrefour;0;186.9100037;Forno Elétrico Oster 10L Compact 127V;Fornos
2020-01-24;7765631;347729;SP;76.01000214;299.8999939;1;Aprovado;1P;Mercado Livre;0;375.909996;Cozinha Suspensa 9 Portas 2 Gavetas Angra Espresso Móveis;Balcão de Cozinha
2020-01-18;7696448;446099;PR;63.70000076;191.8999939;1;Aprovado;1P;B2W;0;255.5999947;Cabeceira de Casal Extensível com Mesa de Cabeceira e 4 Gavetas Elegance Espresso Móveis;Cabeceiras
2020-01-19;7707935;1864487;SP;45.5;479.8999939;1;Aprovado;3P;MM;0;525.3999939;Beliche Solteiro Reforçada 100% MDF Vera Basoto Brasil Castanho;Camas
2020-01-15;7650830;118009;SP;78.68000031;609.9000244;1;Aprovado;1P;MM;0;688.5800247;Estante Home para TVs até 55 Polegadas com LED Aron Yescasa;Estantes para TV e Home Theater
2020-01-06;7522795;192966;SP;53.56000137;141.8999939;1;Aprovado;1P;MM;-14.19;181.2699953;Armário Fruteira 2 Portas com Nicho Espresso Móveis;Fruteiras
2020-01-03;7470808;282032;SP;0;315.7999878;2;Em Aprovação;1P;Magazine Luiza;-47.36999893;268.4299889;Cabeceira Casal com 2 Mesas de Apoio Dormitórios Decibal;Cabeceiras
2020-01-29;7825003;522507;SC;78.27999878;289.8999939;1;Cancelado;1P;CNova;0;368.1799927;Penteadeira Camarim com Espelho e LED 3 Gavetas 2 Portas Carisma Demóbile;Penteadeiras
2020-01-28;7807203;1050238;SP;23.06999969;79.80000305;2;Aprovado;3P;MM;0;102.8700027;Travesseiro Master Nasa 50x70;Travesseiros
2020-01-12;7622193;192966;RJ;47.65999985;141.8999939;1;Aprovado;1P;B2W;0;189.5599937;Armário Fruteira 2 Portas com Nicho Espresso Móveis;Fruteiras
2020-01-22;7748772;508465;SP;46.86999893;269.8999939;1;Aprovado;1P;MM;0;316.7699928;Conjunto para Banheiro Gabinete com Cuba Q35 e Prateleira 605W Metrópole Compace;Conjuntos de Banheiro
2020-01-29;7823747;2257794;DF;54.08000183;164;1;Aprovado;3P;MM;0;218.0800018;PERSIANA VERTICAL PVC 1.60 X 1.40 CINZA;Persianas
2020-01-04;7501009;533278;SP;50.90000153;163.8999939;1;Aprovado;1P;MM;0;214.7999954;Armário Multiuso 1 Porta 4 Prateleiras Olinda Arte Móveis;Armários Multiuso
2020-01-16;7671019;195262;SP;60.25999832;269.8999939;1;Cancelado;1P;CNova;0;330.1599922;Rack com Painel para TV até 55 Polegadas Twin Espresso Móveis;Rack com Painel
2020-01-31;7839676;2414543;SP;31.81999969;79.90000153;1;Aprovado;3P;MM;0;111.7200012;Prateleira Nicho Para Banheiro Cosméticos - 2 Peças;Nichos e Prateleiras
2020-01-27;7802428;481473;SP;50.81999969;169.8999939;1;Aprovado;1P;Magazine Luiza;0;220.7199936;Escrivaninha 120cm Porto Espresso Móveis;Escrivaninhas
2020-01-06;7537578;274737;SP;29.54000092;89.90000153;1;Aprovado;1P;Mercado Livre;0;119.4400024;Mesa para Computador com 3 Prateleiras Pixel Artely;Escrivaninhas
2020-01-10;7593259;517297;PE;427.4400024;1558.550049;1;Em Aprovação;1P;Magazine Luiza;-155.8600006;1830.130051;Guarda Roupa Casal com Espelho 2 Portas de Correr 6 Gavetas Toronto Plus Espresso Móveis;Guarda-Roupas
2020-01-23;7750386;477046;PR;49.56999969;449.8999939;1;Aprovado;1P;MM;-22.5;476.9699936;Rack 1 Porta de Correr 1 Prateleira Vidro Retrô Dalla Costa;Racks
2020-01-22;7740438;252263;SP;101.2399979;686.9000244;1;Aprovado;1P;Mercado Livre;0;788.1400223;Quarto de Bebê com Guarda Roupa 3 Portas Cômoda e Berço Faz de Conta Espresso Móveis;Conjuntos de Quarto
2020-01-31;7848908;1979859;SP;49.90000153;119;1;Aprovado;3P;MM;0;168.9000015;Colchão de Berço Baby D18 60x130cm Impermeável Padrão;Colchão
2020-01-26;7782797;178962;PE;286.8399963;859.9000244;1;Aprovado;1P;Magazine Luiza;0;1146.740021;Guarda Roupa Casal com Espelho 3 Portas de Correr Flórida Espresso Móveis;Guarda-Roupas
2020-01-20;7713569;119009;SP;148.1100006;1859.900024;1;Cancelado;1P;MM;0;2008.010025;Porta de Aço Balcão de Correr Esquerda Flex 2 Folhas Móveis e 1 Fixa Natural Lucasa Facilità  214cmx150cmx16cm Esquerda;Portas
2020-01-03;7487268;554449;SP;127.9800034;863.0200195;1;Aprovado;1P;Magazine Luiza;0;991.0000229;Guarda Roupa Casal com Espelho 3 Portas de Correr Scopel Capuccino Móveis;Guarda-Roupas
2020-01-06;7531661;550858;SP;99.45999908;705.9000244;1;Aprovado;1P;MM;0;805.3600235;Guarda Roupa Casal 4 Espelhos 3 Portas de Correr 4 Gavetas Max Plus Espresso Móveis;Guarda-Roupas
2020-01-27;7793220;1112027;ES;32.06999969;70.30000305;1;Aprovado;3P;MM;0;102.3700027;Brinquedos Educativos - Material Dourado 611 Peças;Brinquedos para Bebê
2020-01-08;7554876;482283;RS;42.90999985;175.8999939;1;Em Aprovação;1P;Magazine Luiza;-17.59000015;201.2199936;Comoda Infantil 3 Gavetas e Nicho 1330 Espresso Móveis;Cômodas
2020-01-21;7722304;1910613;SP;49.90000153;79.90000153;1;Aprovado;3P;MM;0;129.8000031;Puff Decorativo Dado Quadrado Estampado Listrado Amarelo D74;Puffs
2020-01-03;7474554;283872;PR;118.7099991;582.5999756;1;Em Aprovação;1P;Magazine Luiza;-87.38999939;613.9199753;Guarda Roupa Casal com Espelho 3 Portas 3 Gavetas Flex Color Smart Espresso Móveis;Guarda-Roupas
2020-01-05;7515627;1764313;PR;44.45000076;399.8999939;1;Aprovado;3P;MM;0;444.3499947;Cama Infantil com 2 Baús e Escadinha Naty Branco/Amendoa;Camas
2020-01-30;7838470;201976;RJ;155.6699982;94.90000153;1;Aprovado;1P;Magazine Luiza;0;250.5699997;Painel para TV até 42 Polegadas Life Espresso Móveis;Painel para TV
2020-01-09;7569342;211672;ES;60.13000107;93.90000153;1;Em Aprovação;1P;Magazine Luiza;-9.390000343;144.6400023;Painel para TV até 42 Polegadas com Suporte Universal Flash Artely;Painel para TV
2020-01-15;7663232;533402;RJ;132.1799927;163.8999939;1;Aprovado;1P;Viva Decora;0;296.0799866;Armário Aéreo 1 Porta Basculante 1 Nicho Arte Móveis;Armários de Cozinha
2020-01-15;7659830;278102;RJ;107.5599976;279.8999939;1;Aprovado;1P;Mercado Livre;0;387.4599915;Sapateira 1 Porta com Espelho Happy Espresso Móveis;Sapateiras
2020-01-13;7623954;487962;PE;328.269989;468.5599976;1;Em Aprovação;1P;Magazine Luiza;-46.86000061;749.969986;Guarda Roupa Casal 6 Portas 2 Gavetas Paris Espresso Móveis;Guarda-Roupas
2020-01-13;7625300;477057;SP;0;1189.900024;1;Cancelado;1P;B2W;-118.9899979;1070.910027;Rack para TV até 55 Polegadas 2 Gavetas Espelhadas e Nichos 220cm Retrô Dalla Costa;Racks
2020-01-08;7551341;254188;SP;54.20999908;249.8999939;1;Aprovado;1P;MM;0;304.109993;Estante para Livros Baixa 4 Prateleiras 0807 Retrô Genialflex;Estantes
2020-01-22;7748874;515707;PR;146.6000061;731.2600098;1;Aprovado;1P;Magazine Luiza;0;877.8600159;Guarda Roupa Casal 8 Portas 2 Gavetas Nova York Yescasa;Guarda-Roupas
2020-01-16;7669404;356512;RS;39.36999893;176.8999939;1;Aprovado;1P;Mercado Livre;0;216.2699928;Penteadeira Camarim Suspensa 2 Gavetas Mila Yescasa;Penteadeiras
